Time,<1,1-4,5-9,10-14,15-19,20-29,30+
2013-08,0.01097771417608584,0.004226044623401037,6.301333857808809e-06,1.9232603649517953e-07,9.581295696825097e-09,2.591487169734437e-10,5.3365616775862684e-15
2013-09,0.017899205242377647,0.006863163680659312,1.0235377024549967e-05,3.127688364538926e-07,1.5590729067078915e-08,4.208501033303957e-10,8.602297205725223e-15
2013-10,0.04211705208838623,0.016044367442513696,2.3952984711114126e-05,7.334877228589744e-07,3.6600053407686993e-08,9.838161719328106e-10,1.980155507608477e-14
2013-11,0.1418049062251736,0.05310556832036628,7.961103453075005e-05,2.451988364161111e-06,1.226919353347006e-07,3.256232246457981e-09,6.257930236291606e-14
2013-12,1.1882904755565527,2.9233527524061387,0.0036272502942790233,5.6714534959147136e-05,2.3827732046967922e-06,2.754481142875328e-07,1.1462467724255654e-09
2014-01,5.813917816080183,8.632408976174633,0.012082180948961446,0.00023053981536825776,1.0677203428067676e-05,8.153768578713031e-07,9.984903474358659e-10
2014-02,2.7032845461080868,1.7500352197756586,0.0030647823741773977,7.806863338000864e-05,4.130801073995276e-06,1.650310187235774e-07,1.4114162600844431e-11
2014-03,0.5927736252477889,0.27487651461959306,0.000523574292777434,1.4933114098125155e-05,8.32730596972698e-07,2.5902603083760844e-08,8.019173043297525e-13
2014-04,0.15387262943953317,0.06577878240092705,0.0001273313338889543,3.726639528694492e-06,2.103719234984082e-07,6.197071406290396e-09,1.5648425480754846e-13
2014-05,0.05519732744523331,0.022969531851524394,4.460954638259469e-05,1.3157597082237964e-06,7.455510225792626e-08,2.163720796347484e-09,5.170068881473963e-14
2014-06,0.028195278692333403,0.011582862018966189,2.2510748657906393e-05,6.662182124584685e-07,3.781356565209621e-08,1.091019406577359e-09,2.550674549231611e-14
2014-07,0.020673180637764688,0.008423059975926073,1.637324413619745e-05,4.855878691958137e-07,2.7589972494040015e-08,7.93348131444602e-10,1.8313360539406326e-14
2014-08,0.02180700578455763,0.008825649394528234,1.71601425333779e-05,5.098269230551072e-07,2.8992733258495673e-08,8.312321688332644e-10,1.89777731832326e-14
2014-09,0.03308871878457964,0.013295583201688999,2.5869220927269947e-05,7.701765903268622e-07,4.3843198577450426e-08,1.252180168289361e-09,2.8185190726476295e-14
2014-10,0.07194379357895464,0.028587635845900294,5.573732142871539e-05,1.665281426648707e-06,9.496051130471497e-08,2.692288524472022e-09,5.899681886415136e-14
2014-11,0.22151658552638231,0.08563157525507403,0.00016808040579371995,5.0687298247289236e-06,2.903325354115991e-07,8.064031351143482e-09,1.640558399714073e-13
2014-12,1.4901799523149961,3.96976983595132,0.004981756264296972,9.390503991455102e-05,4.329804220116436e-06,5.44757736427455e-07,2.054573542480359e-09
2015-01,6.128497209400896,9.140422221762968,0.013098969872282002,0.00030878976510573735,1.5841070391586443e-05,1.2551931219084708e-06,1.2330818017032623e-09
2015-02,2.349781197181189,1.5160401873408613,0.002726948554801663,8.601790208376795e-05,5.043910916894291e-06,2.0784378902383815e-07,1.3134391416887441e-11
2015-03,0.48575587465373715,0.23482549020334975,0.0004536818933329216,1.5768491627540356e-05,9.673682615442727e-07,3.2173417913905335e-08,8.60538167620265e-13
2015-04,0.12300991126630301,0.05556143653209222,0.00010871490430210736,3.859401824301295e-06,2.391738102050703e-07,7.610821301711455e-09,1.7261739489236958e-13
2015-05,0.043283061115051424,0.01911384054873455,3.7484393760039286e-05,1.3391098383348744e-06,8.324518361789995e-08,2.617931432816014e-09,5.683154854108519e-14
2015-06,0.021682497369557296,0.00947113768279273,1.8578765596842864e-05,6.655582077905322e-07,4.1432637627226896e-08,1.2971241329939283e-09,2.7684636606296366e-14
2015-07,0.015566154763568818,0.006752280590460735,1.324473898130403e-05,4.752735980814715e-07,2.9612745592612695e-08,9.247159179030179e-10,1.9546005235898146e-14
2015-08,0.016045545152287843,0.006921684094463032,1.3577087580661333e-05,4.878821585533428e-07,3.0420337025792294e-08,9.478777921302768e-10,1.9872112920591052e-14
2015-09,0.023748474176965573,0.010186479401386173,1.9987869930297893e-05,7.193857251928525e-07,4.4890947792404055e-08,1.394921111977542e-09,2.894510633510549e-14
2015-10,0.05034521551769977,0.021415688746340145,4.207657776731516e-05,1.5182936270145294e-06,9.48645652627901e-08,2.9325341917720916e-09,5.970413372675606e-14
2015-11,0.1515661585045347,0.0632419438015619,0.0001248147588647601,4.532927719211853e-06,2.841045064601638e-07,8.659576699841143e-09,1.6750876978088945e-13
2015-12,1.6185052129132682,4.7391359464732385,0.0062391219207426265,0.00011838302106301439,6.367849854296046e-06,8.341474164040233e-07,3.3851471744068937e-09
2016-01,6.584156061673374,10.066936005888438,0.015464418931737212,0.0003718005388075654,2.2470152351723237e-05,1.7708856053564878e-06,1.7208706893205187e-09
2016-02,2.28482349584187,1.4392007456068612,0.0028154189035585215,9.214346412112296e-05,6.412474600435071e-06,2.5272637938910873e-07,1.2766365935107404e-11
2016-03,0.4436898372822462,0.2111228409362953,0.00044240769515441463,1.590461183983726e-05,1.1563347404345733e-06,3.705040725834952e-08,8.152072089205251e-13
2016-04,0.10728650898563785,0.04792107797608747,0.00010155069994377021,3.7221655973282923e-06,2.731395879101671e-07,8.408003334080663e-09,1.5930322280765814e-13
2016-05,0.03612148592111453,0.01580078128715634,3.354057436560833e-05,1.2362544981217951e-06,9.097080358804471e-08,2.772030327944075e-09,5.056845987414481e-14
2016-06,0.01729471254066084,0.007489095608192997,1.5897613571272742e-05,5.873551466054153e-07,4.327398573225918e-08,1.313770352296958e-09,2.3633405074521135e-14
2016-07,0.011841266414647222,0.005094705325459081,1.081196613779943e-05,4.000352936557437e-07,2.9495386845295985e-08,8.936913739587451e-10,1.595467024283464e-14
2016-08,0.011615215766536124,0.004972645154599498,1.055074871940051e-05,3.9081891173818606e-07,2.883331831631979e-08,8.722457484712652e-10,1.547702836387794e-14
2016-09,0.01632447216084465,0.006955701386091029,1.4759062743480156e-05,5.473623170407699e-07,4.0407747382059196e-08,1.2200509599437392e-09,2.1492571651983254e-14
2016-10,0.03282574556884299,0.013900602045291421,2.9515373703090098e-05,1.0965927603904998e-06,8.102613843643997e-08,2.4381333157493364e-09,4.24122102184437e-14
2016-11,0.09401446740726627,0.039307773561336745,8.368728485459807e-05,3.1221466410064275e-06,2.3115630585198958e-07,6.894248332699224e-09,1.1611326693704554e-13
2016-12,1.134030830640853,3.8353997267657425,0.004892952784196834,9.330852065282575e-05,5.371789339861012e-06,7.859879538141872e-07,3.4888797859644626e-09
2017-01,7.348169014465888,12.56034083422486,0.018828083174110662,0.00045744252662600497,2.9681053232969207e-05,2.570727497620093e-06,2.965428667766224e-09
2017-02,2.7020251848092425,1.6812298219389454,0.003328832745843474,0.0001149429232846964,8.757791859675542e-06,3.4343172322477004e-07,1.472610057950041e-11
2017-03,0.4639377566178382,0.20771018577767641,0.0004464600011938385,1.7208450483884057e-05,1.3799096819910192e-06,4.2400251049025175e-08,6.69383922545356e-13
2017-04,0.09762614372572642,0.04090587245566546,8.895519467008121e-05,3.4972266955916984e-06,2.8310523884556465e-07,8.34844001574327e-09,1.1302138492133053e-13
2017-05,0.028320403765658142,0.011627495950650157,2.53187198692717e-05,1.0003962118137891e-06,8.118729161153992e-08,2.3727975623999882e-09,3.1066161538324984e-14
2017-06,0.011557326367439558,0.0047000033121413765,1.0231613555770729e-05,4.0504530994165105e-07,3.2904691388177736e-08,9.590586651266934e-10,1.2425676874689047e-14
2017-07,0.006666730048765501,0.002695198086755113,5.864119949632214e-06,2.3239961363682548e-07,1.8890806738910718e-08,5.499416979314177e-10,7.090978669586738e-15
2017-08,0.005446033495459801,0.0021922877755375936,4.76781289403521e-06,1.890962501003863e-07,1.5377386303269787e-08,4.4730932646668095e-10,5.749278481135926e-15
2017-09,0.006302686009895808,0.00252816156884883,5.496566048189891e-06,2.1814734351400752e-07,1.7746466723835024e-08,5.15825070982423e-10,6.609609845662119e-15
2017-10,0.010332745119923104,0.004130323158291205,8.97930113299885e-06,3.566420242787603e-07,2.902484547523067e-08,8.426964727373849e-10,1.0751600957735648e-14
2017-11,0.02396937989961323,0.009536501028817312,2.074210930485664e-05,8.248741831870922e-07,6.717361597938404e-08,1.945659673913988e-09,2.4606180062795337e-14
2017-12,0.3725494236304083,1.3406399396145297,0.0016929290621312768,3.142648809126113e-05,1.9241271957550693e-06,3.038529915212049e-07,1.5737322291183015e-09
2018-01,5.728282369628301,12.576513456699656,0.01790062532159933,0.0003961043546553175,2.643357320541654e-05,2.847689607555628e-06,5.327229166278671e-09
2018-02,4.466473898283008,3.7455053918728165,0.00691136654135489,0.00021367928842205475,1.66820468319894e-05,8.466456854867106e-07,9.316937005969875e-11
2018-03,0.875020939018345,0.42282458834539405,0.0009032393065647269,3.371595262487243e-05,2.870753033834544e-06,9.547300035226223e-08,1.6695894798933247e-12
2018-04,0.18047685396540558,0.07764808553663016,0.00017004545413905163,6.5828625019389686e-06,5.702576393549115e-07,1.752781233646735e-08,2.2743876484303087e-13
2018-05,0.049625746005599325,0.020678224927817013,4.546802142798602e-05,1.7750361091725935e-06,1.5439936733629547e-07,4.66723367260914e-09,5.692870322013526e-14
2018-06,0.018855827031138972,0.007750856245447579,1.7050957056398766e-05,6.675490862693848e-07,5.814990185686106e-08,1.7493096055820306e-09,2.0953816345882156e-14
2018-07,0.009984027452558664,0.004071721504406156,8.955528791156422e-06,3.5109908161479035e-07,3.060655380324698e-08,9.189139502045896e-10,1.0923802755912447e-14
2018-08,0.007384858979220255,0.0029950273628731594,6.5857734937811024e-06,2.5842608633136173e-07,2.25388020071923e-08,6.759006585423681e-10,7.998320362685545e-15
2018-09,0.007638344062721458,0.0030840232347451035,6.780102696900964e-06,2.6625671331682367e-07,2.3231349648563122e-08,6.959648012251112e-10,8.203429390863173e-15
2018-10,0.011048518466783008,0.004442298014240009,9.766400118488283e-06,3.83842675458451e-07,3.35051504972253e-08,1.0024606099235428e-09,1.1758850186963099e-14
2018-11,0.02232416347367483,0.008930862272737983,1.9642788318553067e-05,7.729708222206947e-07,6.751401349063843e-08,2.0153156565247683e-09,2.343706283734759e-14
